ID_Factura,Producto,Cantidad
11606,qwertyguardian,72
11606,typomaster,94
11606,OLCD 60hz i3xaz,101
11606,QLED 60hz pb51,50
17105,OLCD 60hz i3xaz,137
17105,basspulse,121
13848,pixpad,85
13848,TechRodent,88
15652,enterwizard,65
15652,typomaster,145
15652,laplux,115
15652,LCD 60hz pldas,105
15652,enterwizard,116
24400,gizmoclick,40
24400,escaper,147
24400,Vidrio templado,133
24400,beatblaster,116
24400,Masterswipe,103
24400,lamina plastica,121
24400,LCD 30hz pb23,121
24400,acusticflow,92
24400,Masterswipe,148
24400,QLED 60hz sd56,120
24400,earecho,104
24400,jetnote,88
24400,lamina plastica,62
22666,lapjet,109
20039,beatblaster,118
20039,LCD 60hz pldas,86
20039,typomaster,100
20039,TechRodent,68
20039,miniglide,131
20039,basspulse,116
20039,typomaster,71
20039,acusticflow,126
20039,TechRodent,103
19906,jetnote,88
19906,Mightyscroller,43
19906,miniglide,135
19906,QLED 60hz pb51,115
19906,TechRodent,131
19906,earecho,121
19906,LCD 60hz pldas,145
19906,laplux,128
19906,Mightyscroller,115
19906,shiftmate,143
8556,QLED 60hz sd56,121
8556,LCD 60hz pldas,65
8556,basspulse,59
8556,QLED 60hz sd56,67
8556,shiftmate,91
8556,TechRodent,65
8556,pixpad,130
8556,silverscreen,103
3006,miniglide,74
3006,generico,45
3006,QLED 60hz sd56,110
3006,QLED 60hz pb51,104
3006,beatblaster,66
3006,miniglide,47
3006,earecho,88
3006,qwertyguardian,123
21606,Masterswipe,60
21606,typomaster,140
21606,acusticflow,49
21606,QLED 60hz sd56,86
21606,pixpad,40
21606,Masterswipe,50
23441,enterwizard,127
23441,generico,77
23441,lapjet,120
23441,Mightyscroller,99
23441,typomaster,126
23441,silverscreen,88
23441,LCD 30hz pb23,114
23441,LCD 30hz pb23,80
23441,LCD 60hz pldas,116
23441,enterwizard,80
23441,beatblaster,108
23441,lapjet,128
24760,escaper,57
24760,OLCD 60hz i3xaz,127
24760,LCD 30hz pb23,75
24760,QLED 60hz sd56,148
24760,escaper,56
24760,earecho,64
24760,QLED 60hz pb51,100
24760,Masterswipe,77
15781,qwertyguardian,137
15781,LCD 30hz pb23,89
15781,qwertyguardian,99
15781,Mightyscroller,48
15781,earecho,87
15781,lapjet,95
15781,Masterswipe,66
15781,miniglide,121
15781,shiftmate,138
15781,escaper,61
19133,miniglide,93
19133,gizmoclick,98
19133,Masterswipe,125
19133,Masterswipe,72
19133,pixpad,102
14231,miniglide,116
14231,Vidrio templado,67
14231,acusticflow,78
14231,escaper,84
14231,QLED 60hz pb51,61
14231,typomaster,146
17634,acusticflow,81
17634,OLCD 60hz i3xaz,54
17634,acusticflow,82
17634,gizmoclick,72
17634,laplux,64
17634,Masterswipe,111
17634,QLED 60hz sd56,45
6931,qwertyguardian,92
6931,escaper,127
6931,gizmoclick,41
6931,QLED 60hz pb51,136
6931,pixpad,106
6931,TechRodent,97
22331,silverscreen,41
22331,lamina plastica,89
22331,miniglide,129
22331,Vidrio templado,117
22331,Masterswipe,58
22331,LCD 30hz pb23,117
5851,lamina plastica,50
5851,TechRodent,128
6541,typomaster,121
6541,enterwizard,116
6541,TechRodent,130
6541,enterwizard,56
6541,enterwizard,78
22783,LCD 60hz pldas,43
22783,generico,60
17025,QLED 60hz sd56,52
17025,LCD 60hz pldas,127
17025,earecho,122
17025,Masterswipe,111
17025,escaper,49
6889,basspulse,62
6889,shiftmate,75
6889,generico,119
6889,enterwizard,67
6889,qwertyguardian,51
6889,LCD 60hz pldas,70
9964,typomaster,105
9964,escaper,52
9964,qwertyguardian,66
9964,miniglide,117
9964,LCD 30hz pb23,118
9964,Mightyscroller,88
9964,lapjet,112
24897,LCD 30hz pb23,76
24897,QLED 60hz pb51,134
24897,Mightyscroller,107
24897,gizmoclick,60
24897,enterwizard,91
24897,Vidrio templado,127
23315,Vidrio templado,63
23315,Mightyscroller,49
23315,Masterswipe,55
23315,escaper,121
20469,earecho,112
20469,typomaster,104
20469,OLCD 60hz i3xaz,49
20469,gizmoclick,119
20469,lapjet,62
20469,qwertyguardian,113
20469,qwertyguardian,49
20469,TechRodent,69
20469,miniglide,64
20469,pixpad,125
20469,miniglide,73
4674,shiftmate,81
4674,laplux,49
4674,QLED 60hz sd56,77
4674,qwertyguardian,147
4674,laplux,52
4674,QLED 60hz pb51,98
4674,QLED 60hz pb51,129
4674,QLED 60hz pb51,119
4674,generico,116
4674,Mightyscroller,66
21994,laplux,62
21994,LCD 30hz pb23,104
21994,typomaster,41
21994,OLCD 60hz i3xaz,83
21994,pixpad,60
21994,typomaster,114
21994,typomaster,148
21994,LCD 30hz pb23,66
14645,shiftmate,117
14645,enterwizard,59
14645,jetnote,99
14645,jetnote,107
23047,LCD 30hz pb23,139
23047,qwertyguardian,60
23047,qwertyguardian,54
23047,qwertyguardian,62
23047,pixpad,106
23047,escaper,73
23047,basspulse,40
23047,LCD 30hz pb23,146
23047,silverscreen,75
11758,acusticflow,58
11758,QLED 60hz sd56,76
11758,Vidrio templado,115
11758,LCD 60hz pldas,145
11758,Masterswipe,76
11758,QLED 60hz sd56,108
11758,QLED 60hz sd56,131
11758,earecho,103
11758,lapjet,95
2925,earecho,97
2925,LCD 60hz pldas,127
2925,TechRodent,115
2925,escaper,69
2925,gizmoclick,138
2925,jetnote,149
2925,lapjet,123
2925,OLCD 60hz i3xaz,87
21461,QLED 60hz pb51,132
21461,OLCD 60hz i3xaz,131
21461,enterwizard,111
21461,pixpad,56
4739,miniglide,128
4739,Masterswipe,72
4739,typomaster,73
4739,Masterswipe,61
4739,OLCD 60hz i3xaz,76
4739,QLED 60hz sd56,85
4980,pixpad,106
4980,OLCD 60hz i3xaz,72
4980,QLED 60hz sd56,44
4980,acusticflow,78
4980,Masterswipe,120
4980,escaper,138
4980,jetnote,43
14643,pixpad,77
14643,beatblaster,81
14643,OLCD 60hz i3xaz,73
14643,basspulse,56
14643,jetnote,149
14643,Masterswipe,129
14643,acusticflow,147
3937,QLED 60hz sd56,103
3937,LCD 60hz pldas,79
3937,LCD 30hz pb23,51
3937,LCD 30hz pb23,59
3937,miniglide,89
3937,qwertyguardian,124
3937,gizmoclick,45
3194,enterwizard,75
3194,OLCD 60hz i3xaz,110
3194,OLCD 60hz i3xaz,95
3194,Masterswipe,94
3194,typomaster,128
3194,shiftmate,70
3194,QLED 60hz pb51,69
3194,laplux,93
2880,escaper,135
2880,lapjet,132
2880,OLCD 60hz i3xaz,114
2880,beatblaster,139
2880,generico,90
2880,OLCD 60hz i3xaz,99
2880,basspulse,82
2880,Mightyscroller,79
12908,QLED 60hz pb51,114
12908,qwertyguardian,73
12908,TechRodent,144
12908,miniglide,90
12908,silverscreen,137
12908,pixpad,53
12908,escaper,57
12908,Masterswipe,144
772,typomaster,58
772,LCD 30hz pb23,54
772,laplux,97
772,jetnote,132
772,typomaster,81
772,beatblaster,121
772,LCD 60hz pldas,64
14077,escaper,130
14077,qwertyguardian,93
14077,qwertyguardian,95
14077,LCD 60hz pldas,55
14077,miniglide,146
14077,OLCD 60hz i3xaz,80
14077,LCD 60hz pldas,128
14077,enterwizard,104
14077,escaper,121
14077,earecho,136
14077,Vidrio templado,79
24095,qwertyguardian,106
24095,qwertyguardian,128
24095,LCD 30hz pb23,74
24095,typomaster,68
24095,beatblaster,109
24095,LCD 30hz pb23,73
24095,escaper,143
24095,beatblaster,71
24095,escaper,106
24095,LCD 60hz pldas,61
5815,jetnote,87
5815,lapjet,69
5815,escaper,58
5815,typomaster,71
5815,jetnote,133
5815,escaper,57
5324,TechRodent,147
5324,typomaster,58
5324,QLED 60hz sd56,141
5324,OLCD 60hz i3xaz,80
5324,shiftmate,95
7860,enterwizard,130
7860,enterwizard,127
7860,escaper,136
7860,silverscreen,109
7860,shiftmate,116
7860,earecho,64
22565,earecho,54
22565,lamina plastica,143
22565,QLED 60hz sd56,98
22565,TechRodent,105
22565,QLED 60hz pb51,80
14687,QLED 60hz pb51,91
14687,Mightyscroller,50
14687,TechRodent,124
14687,escaper,61
14687,basspulse,142
3668,generico,78
3668,pixpad,40
3668,lamina plastica,87
4734,OLCD 60hz i3xaz,83
4734,gizmoclick,61
4734,LCD 30hz pb23,76
4734,basspulse,115
4734,basspulse,149
16646,generico,42
16646,typomaster,67
16646,TechRodent,129
16646,pixpad,106
16646,TechRodent,85
16646,typomaster,94
16646,gizmoclick,124
16646,LCD 60hz pldas,146
16646,lapjet,112
16646,lapjet,109
16646,gizmoclick,125
9032,earecho,145
9032,gizmoclick,110
9032,Mightyscroller,93
5265,basspulse,80
5265,acusticflow,73
5265,acusticflow,47
5265,silverscreen,65
2910,escaper,73
2910,shiftmate,58
2910,acusticflow,129
2910,qwertyguardian,100
2910,LCD 60hz pldas,102
2910,LCD 30hz pb23,79
2910,gizmoclick,54
2910,jetnote,122
2910,gizmoclick,115
2910,escaper,145
2910,laplux,117
2910,qwertyguardian,82
2910,miniglide,87
2910,typomaster,113
7725,QLED 60hz sd56,78
7725,miniglide,80
7725,qwertyguardian,128
7725,pixpad,85
7725,silverscreen,140
7725,shiftmate,76
10844,gizmoclick,65
10844,shiftmate,148
10844,LCD 60hz pldas,78
10844,escaper,133
10844,enterwizard,144
10844,earecho,76
10844,beatblaster,131
10844,lamina plastica,42
2740,LCD 60hz pldas,123
2740,OLCD 60hz i3xaz,64
2740,Masterswipe,93
2740,laplux,46
2740,Vidrio templado,50
2429,acusticflow,59
2429,pixpad,71
2429,Mightyscroller,117
2429,pixpad,81
2429,shiftmate,45
2429,TechRodent,76
2429,lamina plastica,137
2429,earecho,121
2429,beatblaster,108
2429,LCD 30hz pb23,145
20815,lapjet,51
20815,enterwizard,81
9960,OLCD 60hz i3xaz,123
9960,miniglide,106
9960,laplux,148
9960,escaper,139
9960,enterwizard,96
19885,miniglide,96
19885,TechRodent,46
19885,laplux,56
19885,Masterswipe,137
19885,enterwizard,62
19885,LCD 30hz pb23,111
19885,laplux,75
20733,laplux,120
20733,laplux,71
20733,silverscreen,73
20733,gizmoclick,55
20733,escaper,113
20733,basspulse,93
19142,basspulse,132
19142,Masterswipe,115
19142,acusticflow,54
19142,LCD 30hz pb23,45
19142,beatblaster,72
15406,miniglide,147
15406,acusticflow,145
15406,QLED 60hz pb51,68
24374,QLED 60hz pb51,47
24374,TechRodent,132
24374,basspulse,69
15464,Masterswipe,118
15134,silverscreen,79
15134,jetnote,45
15134,Vidrio templado,80
15134,OLCD 60hz i3xaz,101
15134,Masterswipe,85
21660,escaper,124
21660,typomaster,144
21660,gizmoclick,95
21660,miniglide,58
21660,jetnote,54
21660,Masterswipe,103
17007,QLED 60hz pb51,68
17007,basspulse,139
9938,acusticflow,130
9938,shiftmate,129
9938,QLED 60hz sd56,139
9938,gizmoclick,41
9938,pixpad,53
22522,QLED 60hz sd56,117
22522,escaper,88
22522,typomaster,96
2104,QLED 60hz sd56,63
2104,qwertyguardian,141
2104,generico,142
2104,pixpad,92
5041,shiftmate,98
5041,acusticflow,99
5041,acusticflow,49
5041,jetnote,45
5041,earecho,133
3807,generico,66
3807,LCD 30hz pb23,116
3807,lapjet,97
3807,enterwizard,78
3807,TechRodent,139
5625,acusticflow,43
5625,TechRodent,54
5625,pixpad,98
5625,Mightyscroller,51
5625,OLCD 60hz i3xaz,111
5625,enterwizard,97
5625,beatblaster,103
5625,miniglide,90
21922,typomaster,66
21922,QLED 60hz pb51,54
21922,lapjet,103
21922,laplux,101
21922,enterwizard,69
21922,acusticflow,144
18272,LCD 30hz pb23,108
18272,miniglide,86
18272,lapjet,84
18272,basspulse,67
18272,miniglide,71
18272,enterwizard,52
18272,Vidrio templado,76
18272,silverscreen,93
18272,gizmoclick,135
18272,Vidrio templado,95
19244,QLED 60hz pb51,65
19244,basspulse,67
19244,enterwizard,53
19244,earecho,86
19244,shiftmate,50
19244,pixpad,119
19244,OLCD 60hz i3xaz,95
19244,acusticflow,53
23057,QLED 60hz sd56,120
23057,QLED 60hz pb51,130
23057,earecho,88
23057,generico,53
23057,gizmoclick,89
23057,Mightyscroller,69
23057,escaper,135
23057,Mightyscroller,85
23057,QLED 60hz sd56,107
6510,QLED 60hz sd56,68
6510,shiftmate,95
6510,OLCD 60hz i3xaz,98
6510,Masterswipe,100
6510,generico,42
6510,OLCD 60hz i3xaz,77
6510,LCD 60hz pldas,93
6510,basspulse,96
24096,OLCD 60hz i3xaz,148
24096,Vidrio templado,147
24096,typomaster,64
24096,QLED 60hz sd56,73
24096,gizmoclick,144
10840,QLED 60hz sd56,62
10840,QLED 60hz sd56,144
10840,Masterswipe,98
10840,LCD 30hz pb23,125
10840,QLED 60hz sd56,77
10840,QLED 60hz sd56,67
21869,OLCD 60hz i3xaz,99
21869,QLED 60hz sd56,41
21869,enterwizard,66
14512,generico,90
14512,QLED 60hz pb51,98
14512,LCD 60hz pldas,75
14512,LCD 60hz pldas,78
14512,enterwizard,133
14512,qwertyguardian,63
14512,acusticflow,102
14512,LCD 30hz pb23,118
14512,enterwizard,60
21231,QLED 60hz sd56,129
21231,jetnote,80
21231,QLED 60hz pb51,123
21231,jetnote,148
21231,enterwizard,49
21231,lamina plastica,136
21231,Vidrio templado,44
21231,enterwizard,132
6357,enterwizard,124
6357,Masterswipe,47
6357,acusticflow,127
6357,LCD 60hz pldas,117
6357,pixpad,44
7284,typomaster,145
7284,Masterswipe,82
7284,gizmoclick,134
7284,silverscreen,142
7284,jetnote,140
7284,QLED 60hz pb51,110
7284,basspulse,69
7284,enterwizard,148
7284,pixpad,126
7284,qwertyguardian,97
18643,Masterswipe,147
18643,TechRodent,144
18643,acusticflow,111
16896,generico,129
16896,pixpad,145
16896,silverscreen,115
16896,typomaster,146
16896,Mightyscroller,70
16896,escaper,68
13689,TechRodent,82
13689,QLED 60hz pb51,143
13689,lapjet,140
13689,Mightyscroller,49
13689,LCD 60hz pldas,125
13689,earecho,60
13689,silverscreen,143
13689,LCD 60hz pldas,86
13689,earecho,119
5576,escaper,62
5576,Mightyscroller,66
5576,miniglide,86
5576,jetnote,54
5576,TechRodent,68
5576,shiftmate,49
5576,beatblaster,91
5576,typomaster,67
5576,enterwizard,115
23954,LCD 60hz pldas,104
23954,typomaster,137
23954,shiftmate,83
13845,qwertyguardian,43
13845,miniglide,144
13845,OLCD 60hz i3xaz,146
20635,QLED 60hz sd56,79
20635,basspulse,142
20635,lapjet,53
20635,QLED 60hz pb51,125
20635,shiftmate,72
11283,QLED 60hz pb51,124
11283,LCD 30hz pb23,103
11283,beatblaster,131
11283,Masterswipe,114
21279,OLCD 60hz i3xaz,46
21279,QLED 60hz sd56,147
21279,laplux,108
21279,enterwizard,99
21279,OLCD 60hz i3xaz,110
21279,QLED 60hz pb51,102
21279,TechRodent,112
2535,typomaster,120
2535,generico,143
2535,earecho,44
2535,Masterswipe,129
2535,lamina plastica,145
2535,enterwizard,118
15678,gizmoclick,146
15678,acusticflow,129
15678,qwertyguardian,106
15678,shiftmate,71
15678,OLCD 60hz i3xaz,60
15678,LCD 60hz pldas,60
1741,QLED 60hz sd56,148
1741,miniglide,132
1741,OLCD 60hz i3xaz,64
1741,escaper,88
1741,lapjet,91
1741,LCD 60hz pldas,65
1741,shiftmate,137
1741,earecho,141
1741,QLED 60hz sd56,50
1741,QLED 60hz pb51,42
21957,Mightyscroller,61
21957,TechRodent,112
21957,gizmoclick,74
21957,QLED 60hz sd56,121
21957,Mightyscroller,108
21957,qwertyguardian,112
21957,escaper,73
21957,OLCD 60hz i3xaz,128
21957,gizmoclick,138
3338,typomaster,53
3338,QLED 60hz sd56,80
3338,OLCD 60hz i3xaz,71
3338,pixpad,72
3338,enterwizard,101
3338,beatblaster,98
3338,typomaster,127
3338,shiftmate,101
3338,QLED 60hz pb51,95
10232,earecho,134
10232,basspulse,99
10232,Masterswipe,103
10232,laplux,91
6488,LCD 30hz pb23,101
6488,lamina plastica,126
6488,TechRodent,147
13361,gizmoclick,146
13361,silverscreen,125
13361,TechRodent,45
13361,laplux,45
13361,qwertyguardian,45
13361,Masterswipe,142
13361,laplux,45
13361,generico,89
13361,pixpad,77
10607,typomaster,60
10607,pixpad,115
10607,typomaster,108
10607,QLED 60hz sd56,71
10607,escaper,113
14482,LCD 60hz pldas,130
14482,enterwizard,49
14482,basspulse,89
14482,LCD 30hz pb23,48
14482,gizmoclick,75
14482,Mightyscroller,55
14482,TechRodent,142
14482,Masterswipe,72
14482,OLCD 60hz i3xaz,115
14482,Vidrio templado,108
14482,miniglide,66
13708,lapjet,74
13708,Masterswipe,88
13708,QLED 60hz pb51,121
13708,shiftmate,85
13708,TechRodent,50
13708,jetnote,98
13708,LCD 60hz pldas,43
13708,LCD 30hz pb23,99
13708,beatblaster,92
13708,shiftmate,104
13708,generico,139
13708,pixpad,82
13708,LCD 60hz pldas,61
13708,earecho,106
18250,QLED 60hz sd56,148
18250,miniglide,69
18250,TechRodent,115
18250,shiftmate,119
18250,jetnote,140
18250,earecho,46
6336,lapjet,78
6336,lapjet,113
6336,lapjet,41
6336,typomaster,105
6336,silverscreen,71
8234,OLCD 60hz i3xaz,108
8234,typomaster,90
8234,Mightyscroller,84
17583,qwertyguardian,103
17583,enterwizard,79
17583,enterwizard,74
17583,shiftmate,67
17583,OLCD 60hz i3xaz,142
17583,escaper,139
17583,typomaster,123
7973,LCD 30hz pb23,74
7973,laplux,120
7973,Mightyscroller,72
7973,miniglide,85
7973,QLED 60hz sd56,83
7973,lamina plastica,45
19160,OLCD 60hz i3xaz,142
19160,earecho,46
19160,OLCD 60hz i3xaz,143
19160,basspulse,63
19160,lapjet,79
19160,QLED 60hz sd56,117
19306,escaper,101
19306,jetnote,78
19306,TechRodent,53
19306,lamina plastica,40
19306,OLCD 60hz i3xaz,85
19306,LCD 30hz pb23,119
19306,enterwizard,109
19306,enterwizard,63
19306,basspulse,110
23750,jetnote,55
23750,OLCD 60hz i3xaz,142
23750,lamina plastica,70
23750,acusticflow,70
23750,shiftmate,117
23750,gizmoclick,62
23750,shiftmate,109
10916,silverscreen,67
10916,OLCD 60hz i3xaz,97
10916,beatblaster,128
10916,acusticflow,53
12542,Mightyscroller,58
12542,silverscreen,58
12542,TechRodent,50
12854,gizmoclick,50
12854,QLED 60hz pb51,130
12854,OLCD 60hz i3xaz,140
3524,escaper,53
3524,silverscreen,131
3524,Mightyscroller,75
3524,shiftmate,86
3524,lamina plastica,66
3524,QLED 60hz sd56,141
9459,beatblaster,129
9459,silverscreen,135
9459,typomaster,137
9459,silverscreen,58
9459,silverscreen,120
9459,earecho,73
16344,acusticflow,72
16344,LCD 60hz pldas,134
16344,LCD 30hz pb23,97
16344,Vidrio templado,139
11883,QLED 60hz sd56,147
11883,laplux,122
11883,QLED 60hz sd56,86
11883,typomaster,77
4477,QLED 60hz sd56,121
4477,Masterswipe,73
4477,earecho,140
4477,shiftmate,144
4477,Mightyscroller,90
591,LCD 30hz pb23,121
591,OLCD 60hz i3xaz,66
591,Masterswipe,140
591,basspulse,105
591,LCD 30hz pb23,68
591,qwertyguardian,74
591,pixpad,114
591,LCD 60hz pldas,85
8794,TechRodent,103
8794,lamina plastica,130
2800,qwertyguardian,88
2800,jetnote,107
2800,LCD 60hz pldas,120
2800,lapjet,56
10484,gizmoclick,96
10484,Mightyscroller,56
10484,beatblaster,115
10484,enterwizard,149
10484,pixpad,57
10484,silverscreen,122
3245,OLCD 60hz i3xaz,68
3245,TechRodent,51
3245,qwertyguardian,98
3245,gizmoclick,47
3245,QLED 60hz pb51,128
3245,Masterswipe,143
3245,QLED 60hz pb51,145
3606,basspulse,105
3606,LCD 30hz pb23,93
3606,LCD 60hz pldas,142
3606,QLED 60hz sd56,114
10156,lapjet,124
10156,shiftmate,137
10156,generico,94
10156,escaper,60
10156,Masterswipe,66
10156,silverscreen,57
20257,miniglide,78
16645,silverscreen,74
16645,LCD 60hz pldas,58
16645,Masterswipe,88
16645,LCD 30hz pb23,131
8288,shiftmate,96
8288,gizmoclick,148
8288,QLED 60hz pb51,88
8288,miniglide,85
8288,LCD 60hz pldas,138
8288,miniglide,123
8288,OLCD 60hz i3xaz,107
8288,Masterswipe,54
8288,qwertyguardian,56
21971,OLCD 60hz i3xaz,95
21971,generico,42
21971,Masterswipe,100
21971,TechRodent,54
21971,QLED 60hz pb51,55
15647,QLED 60hz sd56,106
15647,laplux,90
15647,pixpad,126
15647,QLED 60hz sd56,54
15647,shiftmate,115
15647,QLED 60hz sd56,112
104,QLED 60hz pb51,109
104,acusticflow,115
104,OLCD 60hz i3xaz,94
104,laplux,108
104,generico,131
104,qwertyguardian,146
104,QLED 60hz pb51,103
104,Vidrio templado,51
104,TechRodent,96
104,Mightyscroller,131
104,Mightyscroller,125
104,TechRodent,87
104,Masterswipe,40
6287,gizmoclick,76
6287,pixpad,107
6287,silverscreen,58
6287,miniglide,83
15890,LCD 30hz pb23,99
15890,LCD 30hz pb23,126
15890,typomaster,73
15890,Mightyscroller,147
15890,LCD 30hz pb23,93
15890,shiftmate,101
15890,OLCD 60hz i3xaz,146
22364,miniglide,110
22364,Masterswipe,47
19156,OLCD 60hz i3xaz,129
19156,beatblaster,41
19156,shiftmate,149
19156,pixpad,56
18865,silverscreen,140
18865,Mightyscroller,84
18865,lamina plastica,93
18865,TechRodent,73
20640,lamina plastica,130
20640,QLED 60hz sd56,90
20640,escaper,53
13469,Masterswipe,89
13469,acusticflow,115
13469,qwertyguardian,71
13469,shiftmate,88
13469,pixpad,62
13469,basspulse,141
13469,acusticflow,71
13469,shiftmate,43
14209,pixpad,91
14209,jetnote,89
14209,gizmoclick,135
4838,miniglide,47
4838,laplux,141
4838,qwertyguardian,130
4838,pixpad,72
4838,shiftmate,54
4838,TechRodent,116
4838,LCD 30hz pb23,117
4838,LCD 30hz pb23,125
3319,OLCD 60hz i3xaz,53
3319,beatblaster,132
19643,Masterswipe,71
19643,jetnote,50
19643,TechRodent,129
8079,QLED 60hz sd56,109
8079,gizmoclick,117
8079,Mightyscroller,73
8079,acusticflow,78
8079,Masterswipe,80
8079,lamina plastica,149
16102,QLED 60hz pb51,44
16102,miniglide,85
16102,Masterswipe,79
16102,gizmoclick,82
3958,typomaster,132
3958,Masterswipe,80
3958,earecho,113
3958,Masterswipe,94
3958,Masterswipe,91
15802,LCD 60hz pldas,45
15802,escaper,91
15802,escaper,41
15802,earecho,109
15802,enterwizard,40
15802,Masterswipe,94
15802,gizmoclick,105
15802,escaper,111
9481,escaper,129
9481,pixpad,59
9481,QLED 60hz sd56,141
9481,qwertyguardian,100
18256,TechRodent,71
18256,Vidrio templado,113
18256,LCD 60hz pldas,79
18256,LCD 60hz pldas,134
18256,silverscreen,114
18256,shiftmate,86
24785,jetnote,108
24785,QLED 60hz sd56,143
24785,TechRodent,68
24785,earecho,118
24785,silverscreen,66
8235,TechRodent,127
8235,typomaster,134
8235,enterwizard,89
8235,shiftmate,78
8235,basspulse,47
8235,escaper,110
6457,qwertyguardian,44
6457,shiftmate,144
6457,jetnote,49
6457,acusticflow,59
6457,silverscreen,109
6457,escaper,41
6457,escaper,77
5311,jetnote,125
5311,gizmoclick,75
5311,lamina plastica,83
22515,gizmoclick,128
22515,jetnote,135
22515,earecho,134
22515,enterwizard,121
22515,QLED 60hz pb51,116
22515,OLCD 60hz i3xaz,62
22515,basspulse,49
3064,Masterswipe,75
3064,silverscreen,136
21052,lapjet,138
21052,silverscreen,44
21052,acusticflow,68
21052,Mightyscroller,61
21052,LCD 60hz pldas,130
21052,QLED 60hz pb51,114
21052,miniglide,93
21052,Masterswipe,107
21052,LCD 60hz pldas,70
21052,basspulse,97
21052,gizmoclick,50
830,Masterswipe,61
830,QLED 60hz pb51,46
830,qwertyguardian,65
830,laplux,96
830,generico,148
830,shiftmate,142
830,escaper,51
830,Mightyscroller,143
830,LCD 60hz pldas,90
830,acusticflow,85
8918,acusticflow,64
8918,miniglide,47
8918,LCD 60hz pldas,48
8918,laplux,103
8918,gizmoclick,71
8918,LCD 60hz pldas,73
8918,Masterswipe,63
947,shiftmate,142
947,acusticflow,79
947,gizmoclick,58
947,silverscreen,86
12871,typomaster,138
12871,earecho,137
12871,acusticflow,133
12871,miniglide,51
12871,enterwizard,133
12871,miniglide,78
12871,acusticflow,143
12871,gizmoclick,59
12871,shiftmate,106
12871,typomaster,102
12871,escaper,149
12871,earecho,82
12871,silverscreen,103
12871,Mightyscroller,60
12871,miniglide,58
24176,lapjet,88
24176,enterwizard,115
24176,gizmoclick,57
24176,QLED 60hz pb51,41
24176,gizmoclick,84
24176,laplux,119
24176,LCD 60hz pldas,56
24176,QLED 60hz sd56,99
24176,QLED 60hz sd56,126
24176,Mightyscroller,69
24176,LCD 60hz pldas,121
4223,typomaster,73
4223,Masterswipe,59
4223,QLED 60hz sd56,125
4223,lapjet,115
4223,lapjet,105
4223,OLCD 60hz i3xaz,42
15069,earecho,54
15069,typomaster,56
15069,silverscreen,64
15069,Mightyscroller,119
15069,miniglide,41
17796,gizmoclick,97
17796,lapjet,142
17796,lapjet,59
17796,LCD 30hz pb23,41
17796,shiftmate,111
17796,earecho,140
17796,shiftmate,141
17796,enterwizard,47
17796,Masterswipe,42
20652,LCD 60hz pldas,42
20652,typomaster,73
20652,pixpad,61
20652,TechRodent,75
20652,LCD 60hz pldas,66
20652,acusticflow,59
20652,lapjet,74
20652,typomaster,137
20652,typomaster,100
19589,shiftmate,61
19589,enterwizard,43
19589,typomaster,74
19589,Vidrio templado,40
19589,acusticflow,81
19589,LCD 30hz pb23,147
19589,TechRodent,41
19589,shiftmate,113
19589,earecho,148
19589,TechRodent,126
19589,LCD 30hz pb23,122
19589,enterwizard,69
10983,Mightyscroller,70
7653,Masterswipe,133
7653,escaper,89
7653,laplux,64
7653,lapjet,82
7653,miniglide,138
7653,qwertyguardian,72
7653,laplux,76
7653,OLCD 60hz i3xaz,139
19120,enterwizard,85
19120,silverscreen,104
19120,shiftmate,83
19120,OLCD 60hz i3xaz,64
19120,shiftmate,97
19120,TechRodent,103
19120,LCD 30hz pb23,63
19120,miniglide,98
19120,earecho,81
19120,qwertyguardian,81
19120,lapjet,82
19120,qwertyguardian,82
20681,QLED 60hz pb51,74
20681,OLCD 60hz i3xaz,80
20681,LCD 60hz pldas,139
20681,typomaster,149
20681,laplux,91
21631,pixpad,81
21631,QLED 60hz pb51,130
21631,LCD 60hz pldas,134
21631,gizmoclick,68
21631,laplux,88
21631,gizmoclick,44
21631,QLED 60hz sd56,41
21631,lapjet,60
353,earecho,91
353,gizmoclick,120
353,gizmoclick,136
353,LCD 30hz pb23,136
353,shiftmate,117
353,pixpad,144
353,TechRodent,93
353,Masterswipe,100
353,miniglide,100
353,gizmoclick,137
353,LCD 30hz pb23,116
353,qwertyguardian,74
14816,Vidrio templado,142
14816,LCD 60hz pldas,42
14816,LCD 60hz pldas,141
19490,pixpad,115
19490,basspulse,147
19490,silverscreen,148
19490,lapjet,78
19490,basspulse,104
2578,QLED 60hz pb51,145
2578,enterwizard,86
2578,acusticflow,100
2578,acusticflow,120
2578,Masterswipe,96
2578,miniglide,86
2578,laplux,78
14320,Mightyscroller,50
14320,enterwizard,89
14320,enterwizard,45
14320,TechRodent,114
14320,lapjet,49
14320,gizmoclick,63
14320,typomaster,72
14989,typomaster,74
14989,acusticflow,84
14989,QLED 60hz pb51,137
14989,QLED 60hz pb51,129
14989,gizmoclick,117
14989,earecho,43
14989,QLED 60hz pb51,92
14989,qwertyguardian,112
14989,laplux,44
14989,qwertyguardian,68
14989,LCD 30hz pb23,93
14989,OLCD 60hz i3xaz,136
24430,OLCD 60hz i3xaz,93
24430,basspulse,129
15455,pixpad,95
15455,escaper,110
15455,typomaster,65
15455,LCD 60hz pldas,61
21086,qwertyguardian,147
21086,QLED 60hz sd56,97
